show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
814,1251593944,1993-05-30,333,61,0,"<p>This single-set show was part of the Laguna Seca Daze festival that also included 10,000 Maniacs, Blues Traveler, and The Samples. Trey teased Fire (Ohio Players) in Maze. This was the first time that Silent was played without The Horse. I Didn&rsquo;t Know was dedicated to the guy stuck on top of the Ferris Wheel and featured Fish&nbsp;on the Madonna Washboard. Antelope contained a Simpsons signal and Possum included a tease of L.A. Woman.</p>
"
815,1251595638,1993-07-15,5,21,0,"<p>This show marked the debut of Leprechaun, the Phish debut of Daniel Saw the Stone, and the debut of the <em>a cappella</em> Free Bird (the last âtraditionalâ Free Bird was March 13, 1989, or 572Â shows previous).Â Stash included a Little Drummer Boy jam. I Didn't Know featured Fish on the Madonna washboard. The Horse featured Trey on acoustic guitar and Faht featured FishÂ on acoustic guitar. The Possum intro contained a Wilson tease and quote. In the soundcheck, Mike teased Faht after the first Leprechaun and Sparks was teased before Pungee.</p>
"
816,1251596515,1993-07-16,213,21,0,"The beginning of My Friend featured Trey on acoustic guitar. Antelope contained Nellie Kane teases and a Simpsons signal. This show featured the Phish debuts of Also Sprach Zarathustra, Yerushalayim Shel Zahav, and Purple Rain. The soundcheck&#39;s Dog Log was performed in a ska style."
817,1251599618,1993-07-17,351,21,0,Reba contained Stash teases from Trey. The Horse featured Trey on acoustic guitar and Faht featured Fish&nbsp;on acoustic guitar. Weekapaug was unfinished.
818,1251600474,1993-07-18,352,21,0,"<p>The soundcheck treated those who arrived early to the first-ever Guyute, which was an unfinished, raw version of the song that eventually made it to the stage fifteen months later. Pungee contained a Camel Walk quote and the Dude of Life Medley contained Trials and Tribulations, Crimes of the Mind, Lucy in the Subway, Family Picture, Ordinary Day, Dahlia, Francella, and T.V. Show quotes and closed with a Free Bird tease. The Train Medley in the soundcheck included quotes from Folsom Prison Blues, Mystery Train, One After 909, and Love in Vain. Trey and Mike teased Possum before Esther. Antelope included Heartbreaker and Brother jams. Fireworks from nearby Three Rivers Stadium coincided with Antelope and Mound. Trey sang the verses of Fee through a megaphone. Prior to Purple Rain, Fish&nbsp;found out that one of the crew members tried to play a prank on him by turning his vacuum cleaner inside out. Fish&nbsp;introduced Peter Schall and Brad Sands with Page teasing HYHU.</p>
"
819,1251860879,1993-07-19,353,61,1,"This show was canceled less than a week before it was scheduled to take place, reportedly due to insufficient ticket sales."
820,1251602283,1993-07-21,51,21,0,"This single-set performance was part of the H.O.R.D.E. Festival that also featured Allgood, Aquarium Rescue Unit, Big Head Todd & the Monsters, Blues Traveler, The Samples, and Widespread Panic."
821,1251606641,1993-07-22,218,21,0,"<p>Paul and Silas through Rocky Top featured Gordon Stone on banjo. The show was played in a total downpour and the amphitheater was apparently not built to handle that kind of weather. Before the first set, Trey remarked that the staff was talking about canceling the show due to the danger of electrocution. &ldquo;I told &lsquo;em, &lsquo;Fuck that. Put the plug up my ass and count out Llama!&rsquo;&rdquo; said Trey. Walk Away included an Alive (Pearl Jam) tease and Possum included an All Fall Down signal in the intro and a brief Tweezer Reprise tease from Trey. Page teased Call to the Post when Gordon Stone was introduced after Possum.</p>
"
822,1251607247,1993-07-23,211,21,0,"<p>The Horse and the beginning of My Friend featured Trey on acoustic guitar and Faht featured Fish&nbsp;on acoustic guitar. Trey teased Stairway to Heaven in Cavern. Page teased Gimme Some Lovin&#39; in Antelope. There was no vocal jam in You Enjoy Myself. BBFCFM included a <em>Flintstones</em> theme tease and Chalk Dust contained a Crimes of the Mind jam. The soundcheck&#39;s Crimes of the Mind featured the Dude Of Life on vocals.</p>
"
823,1251668394,1993-07-24,214,21,0,"<p>This show saw the first Mango Song since May 17, 1992 (151 shows). Fish teased Bouncing Around the Room before Mango. Maze contained Also Sprach Zarathustra teases from Trey. Page teased Under the Boardwalk in Mike's Song. This show is available as an archival release on LivePhish.com.


"
824,1251668893,1993-07-25,354,21,0,"<p>Wilson contained <em>Jeopardy!</em> theme teases and a Simpsons signal. Trey sang the verses of Fee through a megaphone. Donna Lee was played for the first time since July 12, 1991 (268 shows). Prior to Donna Lee, David Bowie contained an Oom Pa Pa signal. After returning toÂ Bowie, Sounds of Silence and DEG were teased. The Horse featured Trey on acoustic guitar. Harpua included a tease of the theme to <em>Taxi</em>.</p>
"
825,1251669551,1993-07-27,355,21,0,"<p>This single-set performance was part of the H.O.R.D.E. Festival that also featured Allgood, The Aquarium Rescue Unit, Big Head Todd & the Monsters, Blues Traveler, The Samples, and Widespread Panic. Fish played Split Open and Melt at the start of Rift. YEM was unfinished and featured Chan Kinchla and John Popper among other guests (including Jimmy Herring, Matt Mundy, Todd Park Mohr, and other members of ARU and Big Head Todd). Popper was offstage playing the harmonica while an effigy of Popper was lowered to the stage in a wheelchair. As part of the gag, the cord snapped and sent the effigy tumbling to the stage through the trampoline!</p>
"
826,1251670439,1993-07-28,113,21,0,"Split Open and Melt contained Nellie Kane teases. The Horse and the beginning of My Friend featured Trey on acoustic guitar. Antelope contained a Simple Gifts tease and Chalk Dust included Crimes of the Mind teases. My Friend contained an Aw Fuck! signal and did not have the ""Myfe"" ending. This show marked the first public Phish performance of Bill Bailey Won't You Please Come Home? (it had previously been played at a private show on May 28, 1990). The encore featured Pageâs father, Dr. Jack McConnell (who also sang lead vocals for Bill Bailey). The PianoÂ Duet also featured FishÂ on washboard."
827,1251671713,1993-07-29,356,21,0,"<p>It&#39;s Ice contained teases by Page of the theme from James Bond. Trey quoted Beds Are Burning in YEM.</p>
"
828,1251673208,1993-07-30,357,21,0,"<p>The Contact opener started before the band took the stage, as they were driven to the front in golf carts and performed the song off stage. Some fans didnât even realize the show had started until well into Llama, as that song was begun off stage. I Didn't Know featured FishÂ on the Madonna washboard. Page teased Entrance of the Gladiators at the end of Cavern and I Feel The Earth Move in Tweezer, and the theme from <em>Speed Racer</em> in Fluffhead.Â The Horse, the ending of Tweezer and Fluffhead, and the beginning of My Friend featured Trey on acoustic guitar. The Bowie intro contained a Squirming Coil tease from Trey. The show took place in Starwood Amphitheatre's concessions area, which was roped off to accommodate 3,500 though fewer than 1,800 tickets were sold.</p>
"
829,1251673862,1993-07-31,358,21,0,"<p>Page teased the theme from James Bond in It&#39;s Ice. Mike&rsquo;s Song included two distinct jams on Led Zeppelin&rsquo;s Heartbreaker. Fish and Page attempted to begin Hydrogen after Mike&rsquo;s.</p>
"
830,1251674918,1993-08-02,253,21,0,"Brother made its first appearance since July 14, 1992 (144 shows). Other breakouts included Dog Log (dedicated to Paul, and first since May 4, 1991, or 284 shows), La Grange (first since March 17, 1991, or 311 shows) and Sparks (first since September 13, 1990, or 394 shows). Guelah Papyrus contained a Simpsons signal. Bathtub Gin contained Low Rider and I Feel Pretty (West Side Story) teases. Page teased Blue Monk in My Mind's Got a Mind of its Own. The jam out of Mikeâs featured Joe Rooney of the band First Born on vocals. Bike was preceded by a Moonshadow tease from Mike. The first Antelope contained Contact, Jean Pierre, and When the Saints Go Marching In teases. After a brief return to Makisupa, Antelope included an All Fall Down signal, Gimme Some Lovin' and Makisupa teases, and the lyric âMarco Policeman-dolas."" Amazing Grace was performed without microphones. This show was originally scheduled for the Cuban Club Plaza and was moved to the Ritz Theatre two weeks prior to the gig. This show was released on LivePhish.com with proceeds benefiting hurricane recovery efforts in western North Carolina and the west coast of Florida after hurricanes Helene and Milton."
831,1251678507,1993-08-03,359,21,0,Trey sang some of&nbsp; the verses of Fee through a megaphone. Fee also contained an Entrance of the Gladiators tease from Page. Stash featured a Buried Alive tease from Trey. The Horse featured Trey on acoustic guitar. It&#39;s Ice contained a <em>Munsters</em> theme tease from Page.
832,1251681970,1993-08-06,360,21,0,"<p>Suzy Greenberg, Tweezer, Guelah Papyrus, and YEM included Tequila teases.Â Guelah included a Simpsons signal. YEM also contained Entrance of the Gladiators and Oye Como VaÂ teasesÂ and theÂ YEM vocal jam was to the tune of Cocaine and included some Tweezer lyrics. Slave was played for the first time since October 24, 1991 (242 shows) and contained a So What tease from Trey.</p>
"
833,1251690541,1993-08-07,361,21,0,"<p>Stash was unfinished and included Dave&#39;s Energy Guide teases from Trey. Makisupa contained a Stash quote from Trey. Reba was performed without the whistling ending. To compensate, there was some whistling from Reba during the Maze opening. Maze contained a tease of Stairway to Heaven. The narration in Mockingbird dealt with the &ldquo;Roller Coaster of the Mind&rdquo; and contained a Paint It Black tease from Page and a Wilson tease from Trey. Cavern contained a Purple Haze tease from Trey. At the end of Cavern, Trey wished Happy Birthday to &quot;Jim&quot; and said it was Steph&#39;s birthday and said it would be funny if everybody who walked by the Greenpeace table gave her a hug. Page also teased &quot;Charge!&quot; while Trey was talking. Mike&rsquo;s Song contained an Also Sprach Zarathustra tease from Trey, a&nbsp;New York, New York tease from Page, and&nbsp;Aw Fuck! and Oom Pa Pa signals. The beginning of My Friend featured Trey on acoustic guitar. Mike teased Twinkle, Twinkle, Little Star in Antelope. Trey teased Fire (Ohio Players) in La Grange. This show is available as an archival release on LivePhish.com.</p>
"
834,1251691385,1993-08-08,362,21,0,"<p>BBFCFM included a Divided Sky tease, Foam contained a Dixie tease from Trey, Possum included a Tequila tease, and the intro to the first HYHU contained a &quot;Charge!&quot; tease. The Horse featured Trey on acoustic guitar and I Didn&rsquo;t Know featured Fish&nbsp;on Madonna washboard. Bowie included Random Note and Simpsons signals. Page and Trey teased Entrance of the Gladiators in Possum. After the introductory HYHU, while Fish tried to figure out which song he would sing, Trey congratulated a fan who sunk two &ldquo;baskets&rdquo; during the BBJ. Page teased &quot;Charge!&quot; and the band responded with a brief tease of Rock and Roll Part Two before Fish cued up Love You.</p>
"
835,1251692134,1993-08-09,18,21,0,"Trey sang the verses of Fee through a megaphone. Glide included Simpsons, All Fall Down, and Random Note signals. The ending of Tela and the beginning of My Friend featured Trey on acoustic guitar. Nellie Kane was teased in Divided Sky and also in YEM from Mike. YEM's jam segment included Trey quoting ""Here comes Speed Racer"" and teases of Smoke on the Water and the vocal jam contained verses from Psycho Killer. Contact subsequently started as part of the vocal jam. Memories was performed without microphones. Crimes of the Mind (with The Dude of Life on vocals) was played for the first time since November 8, 1991 (235 shows)."
836,1251692779,1993-08-11,363,21,0,"<p>Trey teased the <em>Woody Woodpecker</em> theme at the end of Weigh. Ginseng Sullivan made its Phish debut in the first set, featuring Trey on acoustic guitar and Fish on washboard. The beginning of My Friend also featured Trey on acoustic guitar. Sweet Adeline was performed without microphones. My Sweet One contained Aw Fuck! and Oom Pa Pa signals as well as three Simpsons signals. Antelope subsequently contained several more Simpsons signals, a&nbsp;<em>Jeopardy!</em> theme tease from Mike, and a tease of A Love Supreme. Fish&nbsp;quoted the vocals of Games Without Frontiers during Mike&rsquo;s Song. Trey teased Yield Not To Temptation in Weekapaug. This Mike&rsquo;s Groove is included as filler on <em>Live Phish 07</em>.</p>
"
